2.500000	0.000000
3.000000	0.000000
3.500000	0.000000
4.000000	0.109046
4.500000	0.000000
5.000000	0.000000
5.500000	0.000000
6.000000	0.000000
6.500000	0.000000
7.000000	0.000000
7.500000	0.000000
8.000000	0.000000
8.500000	0.000000
9.000000	0.000000
9.500000	0.000000
10.000000	0.000000
10.500000	0.000000
11.000000	0.052858
11.500000	0.139471
12.000000	0.000000
12.500000	0.000000
13.000000	0.052802
13.500000	0.402221
14.000000	0.402221
14.500000	0.166455
15.000000	0.291351
15.500000	0.270310
16.000000	0.258890
16.500000	0.223071
17.000000	0.330524
17.500000	0.330524
18.000000	0.282459
18.500000	0.000000
19.000000	0.000000
19.500000	0.080223
20.000000	0.136170
20.500000	0.136931
21.000000	0.051786
21.500000	0.079834
22.000000	0.000000
22.500000	0.186611
23.000000	0.415220
23.500000	0.462426
24.000000	1.000000
24.500000	0.990663
25.000000	1.000000
25.500000	0.820975
26.000000	0.758287
26.500000	0.788061
27.000000	0.839892
27.500000	0.871495
28.000000	0.755358
28.500000	0.960589
29.000000	0.188739
29.500000	0.447467
30.000000	0.313536
30.500000	0.456439
31.000000	0.809969
31.500000	1.000000
32.000000	0.628772
32.500000	0.771018
33.000000	0.613920
33.500000	0.491336
34.000000	0.714557
34.500000	0.233763
35.000000	0.380149
35.500000	0.448730
36.000000	0.131070
36.500000	0.000000
37.000000	0.000000
37.500000	0.000000
38.000000	0.000000
38.500000	0.000000
39.000000	0.079933
39.500000	0.000000
40.000000	0.000000
40.500000	0.000000
41.000000	0.000000
41.500000	0.000000
42.000000	0.000000
42.500000	0.052216
43.000000	0.223832
43.500000	0.051833
44.000000	0.000000
44.500000	0.000000
45.000000	0.000000
45.500000	0.000000
46.000000	0.107646
46.500000	0.109757
47.000000	0.282005
47.500000	0.139363
48.000000	0.026007
48.500000	0.109950
49.000000	0.275559
49.500000	0.160170
50.000000	0.160170
50.500000	0.160170
51.000000	0.104653
51.500000	0.301555
52.000000	0.286559
52.500000	0.240859
53.000000	0.078806
53.500000	0.000000
54.000000	0.000000
54.500000	0.000000
55.000000	0.424302
55.500000	0.424302
56.000000	0.550659
56.500000	0.564928
57.000000	0.104651
57.500000	0.078942
